0.000000000000000000e+00,1.960867155112757700e+02,1.185116028074888561e+02,2.005517389602992182e+02,2.420330555936523353e+02,2.774617090699183564e+02,1.252557383915004579e+02,2.483646512690563952e+02,2.451530134426252516e+01,2.411679912426190810e+02
1.960867155112757700e+02,0.000000000000000000e+00,1.382208377922808040e+02,3.922155019883839486e+02,2.012013916452865772e+02,8.405355435673139652e+01,1.907799779851124811e+02,1.729306219268293603e+02,2.178003673091484984e+02,4.002848985410266778e+02
1.185116028074888561e+02,1.382208377922808040e+02,0.000000000000000000e+00,2.777804888756588184e+02,1.265740889755877276e+02,2.193171219946130748e+02,2.031944881142202632e+02,2.713116289435452586e+02,1.423516771941939680e+02,2.653394052906578509e+02
2.005517389602992182e+02,3.922155019883839486e+02,2.777804888756588184e+02,0.000000000000000000e+00,3.620842443410097076e+02,4.754808092867681921e+02,2.950423698386385922e+02,4.368981574692207346e+02,1.845047424864737593e+02,1.229674753745883748e+02
2.420330555936523353e+02,2.012013916452865772e+02,1.265740889755877276e+02,3.620842443410097076e+02,0.000000000000000000e+00,2.561269216618979385e+02,3.265470869568430317e+02,3.681426354010086470e+02,2.645921389610809911e+02,3.068191649815897790e+02
2.774617090699183564e+02,8.405355435673139652e+01,2.193171219946130748e+02,4.754808092867681921e+02,2.561269216618979385e+02,0.000000000000000000e+00,2.486523677747710508e+02,1.763235662071295451e+02,2.980000000000000000e+02,4.834511350695124747e+02
1.252557383915004579e+02,1.907799779851124811e+02,2.031944881142202632e+02,2.950423698386385922e+02,3.265470869568430317e+02,2.486523677747710508e+02,0.000000000000000000e+00,1.448102206337660505e+02,1.241933975700801938e+02,3.608559269292940144e+02
2.483646512690563952e+02,1.729306219268293603e+02,2.713116289435452586e+02,4.368981574692207346e+02,3.681426354010086470e+02,1.763235662071295451e+02,1.448102206337660505e+02,0.000000000000000000e+00,2.565501900213679392e+02,4.892535130175357381e+02
2.451530134426252516e+01,2.178003673091484984e+02,1.423516771941939680e+02,1.845047424864737593e+02,2.645921389610809911e+02,2.980000000000000000e+02,1.241933975700801938e+02,2.565501900213679392e+02,0.000000000000000000e+00,2.368649404196408170e+02
2.411679912426190810e+02,4.002848985410266778e+02,2.653394052906578509e+02,1.229674753745883748e+02,3.068191649815897790e+02,4.834511350695124747e+02,3.608559269292940144e+02,4.892535130175357381e+02,2.368649404196408170e+02,0.000000000000000000e+00
