3.140000000000000000e+02,6.400000000000000000e+01
3.390000000000000000e+02,7.100000000000000000e+01
1.490000000000000000e+02,2.730000000000000000e+02
4.920000000000000000e+02,1.140000000000000000e+02
3.560000000000000000e+02,1.630000000000000000e+02
2.790000000000000000e+02,1.790000000000000000e+02
2.390000000000000000e+02,1.760000000000000000e+02
2.790000000000000000e+02,1.170000000000000000e+02
1.480000000000000000e+02,4.620000000000000000e+02
1.410000000000000000e+02,2.410000000000000000e+02
