1.079494263744119742e+01,1.200738850721398876e+01
1.432554106464234600e+01,4.704768737678216795e+00
8.802578287451577665e+00,1.154072305966269418e+01
1.147339174936430872e+01,1.051687112325070572e+01
8.601827901491546413e+00,9.559545304229940754e+00
5.081879348809719588e+00,9.666875561377766601e+00
9.776683258881034178e+00,9.405997611472361797e+00
1.072676585073556943e+01,8.927747173252928548e+00
5.682750632147402392e+00,1.278217094252619290e+01
1.540303320029975076e+01,9.164388711210714078e+00
