0.000000000000000000e+00,3.496927222576986765e+02,9.489467845985885219e+01,1.080786750473931335e+02,3.907902250568711224e+02,2.108293148497143932e+02,2.126029162546929996e+01,2.473155878629569884e+02,3.748332962798262429e+02,1.076150547089021359e+02
3.496927222576986765e+02,0.000000000000000000e+00,2.573907535246750058e+02,4.485287058817974639e+02,2.048316381812145721e+02,2.268832298782790247e+02,3.534020373455704771e+02,2.790340481016608578e+02,3.324154027718932269e+01,3.610927858598119542e+02
9.489467845985885219e+01,2.573907535246750058e+02,0.000000000000000000e+00,1.915515596386518666e+02,3.033710599249704387e+02,1.666433316997712950e+02,1.040432602334240642e+02,1.862525167615192174e+02,2.841918366174510879e+02,1.540194792875238932e+02
1.080786750473931335e+02,4.485287058817974639e+02,1.915515596386518666e+02,0.000000000000000000e+00,4.563441683641854070e+02,3.175059054568906731e+02,1.167090399240778567e+02,2.872107240337658141e+02,4.757320674497358368e+02,1.866815470259446954e+02
3.907902250568711224e+02,2.048316381812145721e+02,3.033710599249704387e+02,4.563441683641854070e+02,0.000000000000000000e+00,3.755422745843668508e+02,4.047381869801761241e+02,1.824280680158620669e+02,2.303410514867030940e+02,4.526367196770495980e+02
2.108293148497143932e+02,2.268832298782790247e+02,1.666433316997712950e+02,3.175059054568906731e+02,3.755422745843668508e+02,0.000000000000000000e+00,2.009601950635995991e+02,3.276705662704540032e+02,2.360275407659029838e+02,1.616168308066953898e+02
2.126029162546929996e+01,3.534020373455704771e+02,1.040432602334240642e+02,1.167090399240778567e+02,4.047381869801761241e+02,2.009601950635995991e+02,0.000000000000000000e+00,2.660620228442984967e+02,3.772426274958862678e+02,8.683893136145792369e+01
2.473155878629569884e+02,2.790340481016608578e+02,1.862525167615192174e+02,2.872107240337658141e+02,1.824280680158620669e+02,3.276705662704540032e+02,2.660620228442984967e+02,0.000000000000000000e+00,3.122579062249665185e+02,3.366897681843034320e+02
3.748332962798262429e+02,3.324154027718932269e+01,2.841918366174510879e+02,4.757320674497358368e+02,2.303410514867030940e+02,2.360275407659029838e+02,3.772426274958862678e+02,3.122579062249665185e+02,0.000000000000000000e+00,3.788416555765746239e+02
1.076150547089021359e+02,3.610927858598119542e+02,1.540194792875238932e+02,1.866815470259446954e+02,4.526367196770495980e+02,1.616168308066953898e+02,8.683893136145792369e+01,3.366897681843034320e+02,3.788416555765746239e+02,0.000000000000000000e+00
