1.203825847886351852e+01,8.988570964850657319e+00
1.129479119464352621e+01,1.027451410235184071e+01
1.300853557439215180e+01,1.046980539067505767e+01
7.925594792759407703e+00,1.432913067585040423e+01
1.147506053709912344e+01,1.220204492959080866e+01
9.729883954595210938e+00,9.011951115220995234e+00
7.862972431412613261e+00,8.986986814588711070e+00
6.639254644144827466e+00,9.078894470543685813e+00
1.079730730873579247e+01,9.840769412892404588e+00
1.199983222069018574e+01,9.836418978777121680e+00
